date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
09/25/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,95353,,,Web,09/25/2013,Closed with explanation,Yes,No,541382
08/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Afni, Inc.",VA,24382,,,Web,09/03/2013,Closed with explanation,Yes,No,511492
08/31/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,KS,66542,,,Web,09/03/2013,Closed with explanation,Yes,No,511502
09/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,IN,46250,,,Web,09/18/2013,Closed with explanation,Yes,No,530959
09/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,33165,,,Referral,09/11/2013,Closed with explanation,Yes,Yes,521283
08/31/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,TN,37615,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511646
08/31/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,TN,37615,,,Web,09/03/2013,Closed with explanation,Yes,No,511647
08/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Medical Data Systems, Inc.",VA,24382,,,Web,08/31/2013,Closed with explanation,Yes,No,511495
09/25/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,MI,48187,,,Web,09/24/2013,Closed with non-monetary relief,Yes,No,543068
09/25/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,WA,98507,,,Web,09/25/2013,Closed with explanation,Yes,No,541386
09/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,LA,70301,,,Referral,09/11/2013,Closed with explanation,Yes,No,522323
08/31/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",VA,24382,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511496
09/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,TN,37615,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511648
09/01/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,CA,92507,,,Web,08/31/2013,Closed with non-monetary relief,Yes,Yes,511503
09/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",TN,37615,,,Web,09/03/2013,Closed with explanation,Yes,No,511649
09/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NV,89148,,,Referral,09/11/2013,Closed with explanation,Yes,No,521213
09/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,TN,37615,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511650
09/01/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NC,28806,,,Web,09/03/2013,Closed with monetary relief,Yes,No,511506
09/25/2013,Credit card,,Bankruptcy,,,,Bank of America,NY,11746,,,Web,10/01/2013,Closed with non-monetary relief,Yes,Yes,541392
09/25/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,92392,,,Web,09/25/2013,Closed with explanation,Yes,No,541393
09/25/2013,Credit card,,Credit card protection / Debt protection,,,,Synchrony Financial,MD,21210,,,Web,09/24/2013,Closed with monetary relief,Yes,No,541394
09/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,94597,,,Web,09/25/2013,Closed with explanation,Yes,No,541395
09/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CO,80020,,,Referral,09/11/2013,Closed with explanation,Yes,No,522360
09/10/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,"VW Credit, Inc",MD,20879,,,Postal mail,09/10/2013,Closed with explanation,Yes,No,520828
09/25/2013,Credit card,,Payoff process,,,,Wells Fargo & Company,CA,95033,,,Web,09/24/2013,Closed with monetary relief,Yes,No,541399
09/25/2013,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,MoneyGram,VA,20147,,,Web,09/25/2013,Closed with explanation,Yes,No,541396
09/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,AZ,85335,,,Web,09/24/2013,Closed with explanation,Yes,No,541397
09/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"PayPal Holdings, Inc.",DC,20011,,,Web,09/26/2013,Closed with monetary relief,Yes,No,511515
09/01/2013,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,Revenue Recovery Corporation,TN,37601,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511508
09/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,"I.C. System, Inc.",TX,77069,,,Web,09/19/2013,Closed with explanation,Yes,No,530979
09/17/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NV,89166,,,Web,09/18/2013,Closed with explanation,Yes,No,530982
09/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,VA,22968,,,Referral,09/11/2013,Closed with explanation,Yes,No,520973
09/25/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,"Westlake Services, LLC",OH,44131,Older American,,Web,09/25/2013,Closed with explanation,Yes,No,541400
09/25/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,JPMorgan Chase & Co.,WI,53216,,,Web,09/25/2013,Closed with explanation,Yes,No,541402
09/25/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,GA,30033,,,Web,09/25/2013,Closed with explanation,Yes,No,541403
09/25/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,"Vital Solutions, Inc.",NV,89119,,,Web,09/25/2013,Closed with explanation,Yes,No,541404
09/01/2013,Credit card,,Closing/Cancelling account,,,,JPMorgan Chase & Co.,NY,11235,,,Web,09/03/2013,Closed with explanation,Yes,No,511517
09/01/2013,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,"HCFS Health Care Financial Services, Inc.",TN,37601,,,Web,09/03/2013,Closed with explanation,Yes,No,511509
09/01/2013,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,ERC,TN,37601,,,Web,10/21/2013,Closed with non-monetary relief,Yes,No,511510
09/01/2013,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,"Credit Bureau Collection Services, Inc.",TN,37601,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511511
09/10/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CO,80013,,,Phone,09/11/2013,Closed with explanation,Yes,No,521822
09/25/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,LA,70124,,,Web,09/25/2013,Closed with explanation,Yes,No,542678
09/25/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,Bank of America,AZ,85210,,,Web,09/25/2013,Closed with explanation,Yes,Yes,541406
09/01/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,IN,46404,Older American,,Web,09/03/2013,Closed with explanation,Yes,No,511637
09/01/2013,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,,Encore Capital Group,CA,94558,Servicemember,,Web,08/31/2013,Closed with explanation,Yes,No,511518
09/01/2013,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,,JPMorgan Chase & Co.,CA,94558,Servicemember,,Web,08/31/2013,Closed with explanation,Yes,No,511519
09/01/2013,Credit card,,Payoff process,,,,Citibank,PA,18704,,,Web,08/31/2013,Closed with monetary relief,Yes,No,511520
09/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,30248,,,Web,09/25/2013,Closed with non-monetary relief,Yes,No,541408
09/25/2013,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,"Financial Asset Resolution, LLC",PA,19522,,,Web,09/24/2013,Closed with explanation,No,No,541409
09/25/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",GA,30296,,,Web,09/25/2013,Closed with explanation,Yes,No,543087
09/25/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,IL,60175,,,Web,09/25/2013,Closed with explanation,Yes,Yes,541410
09/01/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Penn Credit Corporation,WI,53705,,,Web,08/31/2013,Closed with explanation,Yes,No,511521
09/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,AZ,85345,,,Web,08/31/2013,Closed with explanation,Yes,No,511522
09/01/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,33449,Servicemember,,Web,09/03/2013,Closed with explanation,Yes,Yes,511523
09/01/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NY,10475,,,Web,09/03/2013,Closed with monetary relief,Yes,No,511524
09/17/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,JPMorgan Chase & Co.,FL,33319,,,Web,09/18/2013,Closed with explanation,Yes,Yes,530993
09/17/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Residential Credit Solutions,ME,04862,,,Phone,09/18/2013,Closed with explanation,No,No,530994
09/01/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,GA,30096,,,Web,08/31/2013,Closed with non-monetary relief,Yes,Yes,510044
09/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",CA,94043,,,Web,09/03/2013,Closed with explanation,Yes,Yes,511525
09/25/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,UT,84737,,,Web,09/25/2013,Closed with explanation,Yes,No,541319
09/25/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",WA,98395,,,Web,09/24/2013,Closed with explanation,Yes,No,541415
09/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CA,93923,,,Web,09/25/2013,Closed with explanation,Yes,No,541416
09/25/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Ally Financial Inc.,CA,93004,,,Web,09/25/2013,Closed with explanation,Yes,No,541417
10/15/2013,Credit card,,Transaction issue,,,,Amex,NV,89106,,,Web,10/15/2013,Closed with monetary relief,Yes,No,559283
09/01/2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,,,Ocwen,GA,30096,,,Web,09/03/2013,Closed with explanation,Yes,No,510045
09/01/2013,Credit card,,Customer service / Customer relations,,,,Amex,VA,23692,,,Web,08/31/2013,Closed with explanation,Yes,No,511527
09/01/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"PennyMac Loan Services, LLC",OH,45240,"Older American, Servicemember",,Web,09/03/2013,Closed with explanation,Yes,No,511528
09/01/2013,Credit card,,Billing disputes,,,,Wells Fargo & Company,NM,87110,,,Web,09/03/2013,Closed with explanation,Yes,No,511529
09/01/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Residential Credit Solutions,NJ,08857,,,Web,09/03/2013,Closed with explanation,Yes,No,510386
09/17/2013,Credit card,,Other,,,,TD Bank US Holding Company,FL,32778,,,Web,09/18/2013,Closed with monetary relief,Yes,No,531000
09/17/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,CA,95355,,,Web,09/18/2013,Closed with explanation,Yes,Yes,531726
09/25/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,LA,70124,,,Web,09/25/2013,Closed with non-monetary relief,Yes,No,542680
09/25/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,LA,70124,,,Web,09/25/2013,Closed with explanation,Yes,Yes,542681
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Servis One, Inc.",CA,90019,,,Web,09/26/2013,Closed with explanation,Yes,No,541316
09/01/2013,Credit card,,Other fee,,,,First National Bank of Omaha,NJ,07105,,,Web,09/03/2013,Closed with monetary relief,Yes,No,511530
09/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,CT,06357,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511531
09/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,PHH Mortgage,OH,43220,,,Web,09/03/2013,Closed with explanation,Yes,No,511533
09/01/2013,Credit card,,Payoff process,,,,Citibank,CA,90023,,,Web,09/03/2013,Closed with explanation,Yes,No,511612
09/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,GA,30107,,,Referral,09/11/2013,Closed with explanation,Yes,No,521893
09/10/2013,Credit card,,Customer service / Customer relations,,,,Citibank,CA,95014,,,Web,09/11/2013,Closed with explanation,Yes,No,521894
09/25/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CO,81505,Servicemember,,Web,09/25/2013,Closed with explanation,Yes,No,541420
09/25/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"Health Services Asset Management, LLC.",WA,99039,,,Web,09/25/2013,Closed,No,Yes,541421
09/25/2013,Debt collection,I do not know,Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,"Machol & Johannes, LLC",CO,80909,,,Web,09/24/2013,Closed with explanation,Yes,No,541422
09/25/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. Bancorp,TN,37208,,,Web,09/25/2013,Closed with explanation,Yes,No,541424
09/25/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,LA,70124,,,Web,09/25/2013,Closed with explanation,Yes,No,542683
09/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,SC,29209,,,Web,09/01/2013,Closed with explanation,Yes,No,511537
09/10/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,SC,29730,,,Web,09/11/2013,Closed with explanation,Yes,No,521895
09/01/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"PayPal Holdings, Inc.",MA,01772,,,Web,09/03/2013,Closed with monetary relief,Yes,No,511534
09/01/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,91331,Servicemember,,Web,09/03/2013,Closed with explanation,Yes,No,511638
09/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NJ,08021,,,Web,09/03/2013,Closed with explanation,Yes,No,511536
09/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",PA,17517,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511544
09/25/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"TransUnion Intermediate Holdings, Inc.",LA,70124,,,Web,09/25/2013,Closed with explanation,Yes,Yes,542684
09/25/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,WA,98065,,,Web,09/30/2013,Closed with explanation,Yes,No,541426
09/10/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,TD Bank US Holding Company,FL,33898,,,Web,09/11/2013,Closed with explanation,Yes,No,521311
09/25/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,GA,30296,,,Web,09/25/2013,Closed with explanation,Yes,No,543088
09/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,IA,52302,,,Web,09/25/2013,Closed with monetary relief,Yes,No,541430
09/25/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,FL,32225,,,Web,09/25/2013,Closed with non-monetary relief,Yes,No,541431
09/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",TN,37067,,,Web,09/25/2013,Closed with monetary relief,Yes,No,541432
09/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TN,37091,,,Web,09/03/2013,Closed with explanation,Yes,No,511538
09/01/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Wells Fargo & Company,OH,43209,,,Web,09/03/2013,Closed with explanation,Yes,No,509975
09/17/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,PNC Bank N.A.,NC,28226,,,Web,09/18/2013,Closed with explanation,Yes,No,531015
09/17/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,MO,63385,,,Web,09/18/2013,Closed with explanation,Yes,Yes,531659
09/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,91351,,,Web,09/25/2013,Closed with explanation,Yes,No,541433
09/01/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Citibank,CA,92657,,,Web,09/03/2013,Closed with monetary relief,Yes,No,511541
09/01/2013,Credit card,,Privacy,,,,Bank of America,PA,18017,,,Web,09/01/2013,Closed with explanation,Yes,Yes,511542
09/10/2013,Credit card,,Other,,,,U.S. Bancorp,CA,90290,Older American,,Web,09/30/2013,Closed with explanation,Yes,Yes,521321
09/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Adler Wallach & Associates, Inc.",FL,33179,,,Web,09/14/2013,Closed with non-monetary relief,Yes,No,521252
09/25/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,WI,54481,,,Web,09/25/2013,Closed with explanation,Yes,No,541434
09/25/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,U.S. Bancorp,CA,90631,,,Web,09/25/2013,Closed with explanation,Yes,No,541435
09/25/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",GA,31324,Servicemember,,Web,09/24/2013,Closed with explanation,Yes,No,541436
09/17/2013,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,"Levy and Associates, LLC",OH,45417,Older American,,Phone,09/18/2013,Closed with explanation,Yes,No,530923
09/17/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,IL,60021,,,Phone,09/18/2013,Closed with explanation,Yes,No,531025
09/25/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,PNC Bank N.A.,MO,64098,,,Web,09/25/2013,Closed with explanation,Yes,No,542706
09/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,07628,,,Web,09/25/2013,Closed with explanation,Yes,Yes,541437
09/25/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,M&T Bank Corporation,TX,78130,,,Web,09/25/2013,Closed with explanation,Yes,No,541438
09/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,WI,53223,,,Web,09/03/2013,Closed with explanation,Yes,No,511594
09/01/2013,Credit card,,Closing/Cancelling account,,,,JPMorgan Chase & Co.,MD,20785,,,Web,09/01/2013,Closed with non-monetary relief,Yes,No,509964
09/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,TX,76124,,,Web,09/12/2013,Closed with non-monetary relief,Yes,No,521913
09/25/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,U.S. Bancorp,WA,98020,,,Web,10/24/2013,Closed with explanation,Yes,No,541440
09/25/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,93552,,,Web,09/25/2013,Closed with explanation,Yes,No,541441
09/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Citibank,OH,43214,,,Web,09/03/2013,Closed with explanation,Yes,Yes,511546
09/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,MO,63366,,,Web,09/03/2013,Closed with explanation,Yes,Yes,511547
09/17/2013,Credit card,,Billing disputes,,,,Bank of America,PA,19025,,,Web,09/17/2013,Closed with explanation,Yes,No,531822
09/25/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,GA,30093,,,Web,10/02/2013,Closed with non-monetary relief,Yes,No,541274
09/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Coast to Coast Commercial Collection,TX,78408,Older American,,Phone,09/25/2013,Closed with explanation,Yes,No,521880
09/10/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Platinum Holdings Group, LLC",TN,38574,,,Web,09/11/2013,Closed with explanation,No,No,521924
09/25/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",DC,20019,,,Web,09/25/2013,Closed with explanation,Yes,No,542749
09/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Fidelity National Information Services, Inc. (FNIS)",NM,88001,,,Web,09/27/2013,Closed with explanation,Yes,No,541344
09/01/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,TD Bank US Holding Company,SC,29681,,,Web,09/03/2013,Closed with monetary relief,Yes,No,511548
09/01/2013,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,,,Capital One,CA,95824,,,Web,09/01/2013,Closed with explanation,Yes,No,511550
09/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,AZ,85213,,,Web,09/09/2013,Closed with non-monetary relief,Yes,Yes,511551
09/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Commonwealth Financial Systems, Inc.",TX,75380,,,Web,09/03/2013,Closed with explanation,Yes,No,511552
09/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"Accounts Receivable Management, Inc.",CA,90242,Servicemember,,Web,09/25/2013,Closed with non-monetary relief,Yes,No,541447
09/25/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NC,27114,,,Web,09/25/2013,Closed with explanation,Yes,Yes,541448
09/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Citibank,PA,19406,,,Web,09/27/2013,Closed with explanation,Yes,No,541449
09/25/2013,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,"PayPal Holdings, Inc.",OR,97204,,,Web,09/25/2013,Closed with explanation,Yes,Yes,541450
09/17/2013,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,,,Equifax,MA,02062,,,Web,09/17/2013,Closed with explanation,Yes,Yes,533243
09/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Quicken Loans,KS,67360,,,Postal mail,09/18/2013,Closed with explanation,Yes,No,531035
09/17/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Bank of America,NJ,08361,,,Web,09/18/2013,Closed with explanation,Yes,Yes,531034
09/10/2013,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,,,Encore Capital Group,GA,30350,,,Web,09/14/2013,Closed with explanation,Yes,Yes,520909
09/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,OR,97488,,,Web,09/03/2013,Closed with explanation,Yes,Yes,511553
09/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,,,Knight Adjustment Bureau,UT,84123,,,Web,09/25/2013,Closed with monetary relief,Yes,No,541451
09/25/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,90066,,,Web,09/25/2013,Closed with explanation,Yes,No,541452
09/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called outside of 8am-9pm,,,"CashCall, Inc.",NV,89081,,,Web,09/25/2013,Closed with explanation,Yes,No,541453
09/25/2013,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,,,Wells Fargo & Company,NC,28584,,,Web,09/25/2013,Closed with monetary relief,Yes,No,541457
09/01/2013,Credit card,,Billing disputes,,,,Capital One,OR,97760,,,Web,09/01/2013,Closed with explanation,Yes,No,511557
09/01/2013,Credit card,,Other,,,,TD Bank US Holding Company,AZ,85206,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,509952
09/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",TX,75115,,,Web,09/01/2013,Closed with explanation,Yes,No,511554
09/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Jon Barry and Associates, Inc.",TX,75115,,,Web,09/01/2013,Closed with explanation,Yes,No,511555
09/01/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Debt Recovery Solutions, LLC",TX,75115,,,Web,09/01/2013,Closed with explanation,Yes,No,511556
09/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,93001,,,Postal mail,09/11/2013,Closed with explanation,Yes,No,520984
09/10/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Bank of America,CA,95965,,,Postal mail,09/11/2013,Closed with explanation,Yes,No,521935
09/17/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,PA,18202,,,Referral,09/18/2013,Closed with explanation,Yes,No,531039
09/25/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",OH,43614,,,Web,09/25/2013,Closed with explanation,Yes,Yes,542665
09/01/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,OR,97760,,,Web,09/01/2013,Closed with explanation,Yes,No,511558
09/01/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,MT,59801,Servicemember,,Web,09/03/2013,Closed with explanation,Yes,No,511561
09/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Solomon and Solomon, P.C.",DC,20019,,,Web,09/25/2013,Closed with non-monetary relief,Yes,No,543049
09/17/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",KS,67360,,,Postal mail,09/18/2013,Closed with explanation,Yes,No,531036
09/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,92054,,,Web,09/18/2013,Closed with explanation,Yes,No,531047
09/25/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Clarity Services,OH,43227,,,Postal mail,10/25/2013,Closed with explanation,Yes,No,541459
